survey_start_date,survey_end_date,chain_id,business_id,score,category,date,country_id,order_id,comment
00:00.0,00:00.0,31,20854,9,Promoter,30:23.0,12,128297,muy práctico 
00:00.0,00:00.0,31,14566,10,Promoter,16:07.0,12,141110,biena
00:00.0,00:00.0,31,17620,6,Detractor,12:34.0,12,129133,se trava la aplicación 
00:00.0,00:00.0,31,2482,10,Promoter,37:24.0,12,127883,o
00:00.0,00:00.0,31,19312,10,Promoter,15:30.0,12,127299,x
00:00.0,00:00.0,31,17630,10,Promoter,19:49.0,12,130308,ok
00:00.0,00:00.0,31,18831,5,Detractor,29:45.0,12,113300,si
00:00.0,00:00.0,31,16626,10,Promoter,48:39.0,12,139865,","
00:00.0,00:00.0,31,12798,10,Promoter,11:02.0,12,139933,ok
00:00.0,00:00.0,31,9552,8,Passive,30:29.0,12,131180,practico
00:00.0,00:00.0,94,5855,8,Passive,19:01.0,10,19827,??
00:00.0,00:00.0,31,19542,10,Promoter,00:29.0,12,139963,Accesible 
00:00.0,00:00.0,31,18726,10,Promoter,43:04.0,12,129938,practicidad 
00:00.0,00:00.0,31,14114,10,Promoter,05:49.0,12,132230,buenos precos 
00:00.0,00:00.0,31,7616,8,Passive,49:39.0,12,143267,FALTAN PRODUCTOS 
00:00.0,00:00.0,31,13916,10,Promoter,29:31.0,12,130206,x
00:00.0,00:00.0,31,18372,10,Promoter,08:44.0,12,143281,todo bien 
00:00.0,00:00.0,31,17633,10,Promoter,57:42.0,12,132891,ES MUY FACIL
00:00.0,00:00.0,31,2228,10,Promoter,44:42.0,12,132916,.
00:00.0,00:00.0,31,20653,10,Promoter,33:25.0,12,131352,1
00:00.0,00:00.0,31,17228,10,Promoter,15:40.0,12,133484,.
00:00.0,00:00.0,31,2462,10,Promoter,02:48.0,12,143968,fACIL
00:00.0,00:00.0,31,19542,10,Promoter,16:09.0,12,131913,Muy buenos precios y rápido de adquirir 
00:00.0,00:00.0,31,17924,9,Promoter,17:48.0,12,133895,algunas veces es lento
00:00.0,00:00.0,31,17633,10,Promoter,02:37.0,12,116911,ES FACIL
00:00.0,00:00.0,31,18376,1,Detractor,44:16.0,12,132256,porque sólo hace que salir a cada producto esta encuesta o publicidad de Beefeater botanics y es excesivamente molesto
00:00.0,00:00.0,31,11007,10,Promoter,22:41.0,12,145006,facil acceso
00:00.0,00:00.0,31,14225,10,Promoter,06:19.0,12,132283,ok
00:00.0,00:00.0,31,14566,10,Promoter,10:57.0,12,134506,buena
00:00.0,00:00.0,31,20006,10,Promoter,26:54.0,12,132827,por que si 
00:00.0,00:00.0,31,14540,9,Promoter,14:47.0,12,134750,buena 
00:00.0,00:00.0,31,20579,9,Promoter,25:33.0,12,134430,buenos precios
00:00.0,00:00.0,31,2462,10,Promoter,48:14.0,12,117612,practico
00:00.0,00:00.0,31,20854,7,Passive,31:11.0,12,136317,fácil 
00:00.0,00:00.0,31,19769,10,Promoter,09:41.0,12,118097,m
00:00.0,00:00.0,31,18245,10,Promoter,02:38.0,12,146044,no
00:00.0,00:00.0,31,18721,7,Passive,35:50.0,12,143624,.
00:00.0,00:00.0,31,18721,8,Passive,11:05.0,12,135566,.
00:00.0,00:00.0,31,14892,10,Promoter,53:02.0,12,146578,no
00:00.0,00:00.0,31,19446,10,Promoter,44:11.0,12,137553,.
00:00.0,00:00.0,31,19312,10,Promoter,16:17.0,12,119402,x
00:00.0,00:00.0,31,19542,10,Promoter,53:33.0,12,119551,Muy accesible 
00:00.0,00:00.0,31,17584,10,Promoter,13:44.0,12,137939,no
00:00.0,00:00.0,31,17584,10,Promoter,38:06.0,12,119833,x
00:00.0,00:00.0,31,19487,10,Promoter,35:13.0,12,147573,si
00:00.0,00:00.0,31,2462,10,Promoter,44:10.0,12,138993,practico
00:00.0,00:00.0,31,14548,10,Promoter,26:41.0,12,144713,.
00:00.0,00:00.0,31,20804,10,Promoter,27:20.0,12,148516,excelente app 
00:00.0,00:00.0,31,18245,10,Promoter,17:23.0,12,122842,o
00:00.0,00:00.0,31,11215,10,Promoter,49:09.0,12,140379,SI
00:00.0,00:00.0,31,2273,10,Promoter,38:48.0,12,140529,bueno
00:00.0,00:00.0,31,17794,10,Promoter,49:08.0,12,123463,m
00:00.0,00:00.0,31,21160,10,Promoter,57:30.0,12,141747,X
00:00.0,00:00.0,31,20546,10,Promoter,59:47.0,12,151385,precio 
00:00.0,00:00.0,31,19312,10,Promoter,54:10.0,12,142204,nada
00:00.0,00:00.0,31,8698,10,Promoter,38:24.0,12,140839,excelente
00:00.0,00:00.0,31,16654,7,Passive,06:42.0,12,142737,buena 
00:00.0,00:00.0,31,18721,10,Promoter,08:29.0,12,128258,.
00:00.0,00:00.0,31,14566,10,Promoter,08:39.0,12,129493,s
00:00.0,00:00.0,31,11215,10,Promoter,30:47.0,12,129594,BUENO
00:00.0,00:00.0,31,2462,10,Promoter,29:17.0,12,129912,Practico
00:00.0,00:00.0,31,18578,8,Passive,02:28.0,12,142484,no encientro los vinos que necesito 
00:00.0,00:00.0,31,17456,10,Promoter,37:30.0,12,131133,no
00:00.0,00:00.0,31,17922,10,Promoter,13:22.0,12,154668,bueno
00:00.0,00:00.0,31,19542,10,Promoter,54:58.0,12,146816,accesible 
00:00.0,00:00.0,31,18578,10,Promoter,17:44.0,12,133288,m
00:00.0,00:00.0,31,17228,10,Promoter,55:09.0,12,145719,.
00:00.0,00:00.0,130,14061,10,Promoter,11:59.0,3,76601,muy bn
00:00.0,00:00.0,31,12315,10,Promoter,55:38.0,12,135513,x
00:00.0,00:00.0,31,18470,10,Promoter,22:19.0,12,161415,si
00:00.0,00:00.0,31,17794,10,Promoter,09:22.0,12,153084,m
00:00.0,00:00.0,31,14540,8,Passive,33:22.0,12,157642,ok
00:00.0,00:00.0,31,17774,9,Promoter,11:00.0,12,139990,faltan productos
00:00.0,00:00.0,31,2232,10,Promoter,11:47.0,12,150557,.
00:00.0,00:00.0,31,17584,10,Promoter,55:41.0,12,179099,.
00:00.0,00:00.0,31,14540,8,Passive,29:30.0,12,142415,ok
00:00.0,00:00.0,31,17630,10,Promoter,51:41.0,12,142747,no
00:00.0,00:00.0,31,17633,10,Promoter,48:53.0,12,145387,PRACTICO
00:00.0,00:00.0,31,17228,10,Promoter,40:54.0,12,154158,.
00:00.0,00:00.0,31,19312,5,Detractor,16:18.0,12,175122,tarda en cargar
00:00.0,00:00.0,31,17456,10,Promoter,30:11.0,12,153673,no
00:00.0,00:00.0,31,18289,10,Promoter,59:44.0,12,179093,.
00:00.0,00:00.0,31,18245,10,Promoter,46:39.0,12,169564,no
00:00.0,00:00.0,31,17633,10,Promoter,56:48.0,12,166168,PRACTICO
00:00.0,00:00.0,31,17633,6,Detractor,57:58.0,12,177350,"Y ANO ME GUSTAN TANTO LOS CAMBIO SPORQUE S EME DIFICULTA HACER MIS PEDIDOS , Y ANO LE MUEVNA TANTO ES MUY VIABLE  PERO CUANDO LE CAMBIAN SE COMPLICA, ESTA VEZ DARE UN 6"
00:00.0,00:00.0,31,14892,10,Promoter,33:35.0,12,196239,si
00:00.0,00:00.0,31,17630,10,Promoter,35:45.0,12,179356,x
00:00.0,00:00.0,31,20546,10,Promoter,06:34.0,12,160935,precio 
00:00.0,00:00.0,31,17584,10,Promoter,31:11.0,12,159023,no
00:00.0,00:00.0,31,2211,10,Promoter,19:15.0,12,172452,si
00:00.0,00:00.0,31,2178,10,Promoter,10:13.0,12,152944,x
00:00.0,00:00.0,31,2273,10,Promoter,45:43.0,12,179338,BUENO
00:00.0,00:00.0,31,18578,5,Detractor,54:51.0,12,164912,La aplicación es muy lenta 
00:00.0,00:00.0,31,14566,10,Promoter,51:55.0,12,189185,muy buena 
00:00.0,00:00.0,31,13419,10,Promoter,35:26.0,12,196252,precio 
00:00.0,00:00.0,31,20013,10,Promoter,31:48.0,12,199232,no lo se 
00:00.0,00:00.0,31,17228,10,Promoter,12:11.0,12,162186,.
00:00.0,00:00.0,31,14566,10,Promoter,44:56.0,12,184357,buena
00:00.0,00:00.0,31,17228,10,Promoter,04:27.0,12,173199,.
00:00.0,00:00.0,31,2273,10,Promoter,17:12.0,12,191818,BUENPO
00:00.0,00:00.0,31,14566,10,Promoter,14:44.0,12,195255,buena
00:00.0,00:00.0,31,17633,10,Promoter,42:12.0,12,183810,LINDO
00:00.0,00:00.0,31,17633,10,Promoter,55:15.0,12,201376,practico
00:00.0,00:00.0,31,2329,9,Promoter,30:12.0,12,5727,"los precios , No son iguales en tienda física y Nolos respetan"
00:00.0,00:00.0,31,2228,9,Promoter,25:34.0,12,5766,Si
00:00.0,00:00.0,31,2354,8,Passive,08:13.0,12,6095,porque a veces la sucursal no tienen todos los productos en promoción
00:00.0,00:00.0,31,2301,9,Promoter,11:46.0,12,6327,PROMOS
00:00.0,00:00.0,31,4070,10,Promoter,16:25.0,12,8024,precio
00:00.0,00:00.0,31,2283,8,Passive,33:15.0,12,8156,promociones
00:00.0,00:00.0,31,2354,5,Detractor,40:09.0,12,8224,si porque tiene excelentes promociones pero no porque no tiene para todos los gustos
00:00.0,00:00.0,31,2256,1,Detractor,55:05.0,12,9067,.
00:00.0,00:00.0,31,2351,10,Promoter,11:25.0,12,9746,buen servicio
00:00.0,00:00.0,31,4220,10,Promoter,01:01.0,12,10114,b
00:00.0,00:00.0,31,2819,10,Promoter,53:27.0,12,11400,bien
00:00.0,00:00.0,31,2793,10,Promoter,55:50.0,12,11543,exelentes promociones 
00:00.0,00:00.0,31,2902,10,Promoter,40:00.0,12,11968,FACIL DE MANEJAR
00:00.0,00:00.0,31,2353,10,Promoter,50:36.0,12,12354,facil
00:00.0,00:00.0,31,2253,9,Promoter,46:09.0,12,13247,Buen precio
00:00.0,00:00.0,31,2902,10,Promoter,52:01.0,12,14083,ES FACIL DE USAR LA APP
00:00.0,00:00.0,31,2793,9,Promoter,01:33.0,12,18645,exekentes promociones
00:00.0,00:00.0,31,8332,10,Promoter,43:58.0,12,25940,De mucha utilidad 
00:00.0,00:00.0,43,3800,10,Promoter,07:38.0,10,10072,grateful 
00:00.0,00:00.0,31,8450,9,Promoter,19:19.0,12,30066,Excelente servicio
00:00.0,00:00.0,31,8450,10,Promoter,46:22.0,12,31774,sus precios
00:00.0,00:00.0,31,8900,8,Passive,39:58.0,12,34428,actualizar promos en otros licores y vinos 
00:00.0,00:00.0,31,9491,1,Detractor,00:52.0,12,35982,la app falla mucho y es muy intrusiva 
00:00.0,00:00.0,31,10241,8,Passive,32:34.0,12,47943,es complicado entrar 
00:00.0,00:00.0,31,2485,10,Promoter,11:19.0,12,86672,muy eficiente 
00:00.0,00:00.0,31,3625,10,Promoter,24:03.0,12,88244,bueno
00:00.0,00:00.0,31,2290,10,Promoter,55:53.0,12,90766,.
00:00.0,00:00.0,31,17152,10,Promoter,37:36.0,12,90884,todo excelente 
00:00.0,00:00.0,31,17228,10,Promoter,28:33.0,12,92806,muy buena herramienta
00:00.0,00:00.0,31,2219,8,Passive,23:40.0,12,93099,?
00:00.0,00:00.0,31,14566,7,Passive,03:37.0,12,101337,no esta compreta la app
00:00.0,00:00.0,31,18135,9,Promoter,00:18.0,12,103202,bien
00:00.0,00:00.0,31,17228,10,Promoter,12:31.0,12,103227,.
00:00.0,00:00.0,31,17775,1,Detractor,30:18.0,12,104938,Dejen de preguntar esto!!!! Es tedioso contestarla cada que agrego un producto. Tengo una lista de 50 productos!!!
00:00.0,00:00.0,31,17633,10,Promoter,58:52.0,12,105785,ES MUY PRACTICO
00:00.0,00:00.0,31,11215,10,Promoter,25:32.0,12,107682,buena
00:00.0,00:00.0,31,17922,10,Promoter,29:06.0,12,109718,MUY BUENO
00:00.0,00:00.0,31,14275,10,Promoter,41:58.0,12,111008,ok
00:00.0,00:00.0,31,17774,9,Promoter,08:14.0,12,111333,muy bueno
00:00.0,00:00.0,31,2312,1,Detractor,10:35.0,12,115291,"velocidad de la aplicación nefasta. más de 1 minuto para pedir cada producto, porque no cargan"
00:00.0,00:00.0,31,12798,10,Promoter,25:14.0,12,115759,si
00:00.0,00:00.0,31,19363,7,Passive,09:44.0,12,115852,algunas veces estoy haciendo pedido y me saca de la app. Otras veces hago el pedido en la página principal y en mi carrito no veo el producto. 
00:00.0,00:00.0,31,14540,9,Promoter,00:24.0,12,117349,bien
00:00.0,00:00.0,31,14114,10,Promoter,05:15.0,12,119832,buenos precios 
00:00.0,00:00.0,31,17228,10,Promoter,59:13.0,12,120850,.
00:00.0,00:00.0,31,17976,10,Promoter,21:20.0,12,122286,ok
00:00.0,00:00.0,31,20365,10,Promoter,14:20.0,12,124587,xq si
00:00.0,00:00.0,31,14477,10,Promoter,57:43.0,12,126216,.
00:00.0,00:00.0,31,14540,9,Promoter,05:26.0,12,127334,si
00:00.0,00:00.0,31,16654,10,Promoter,33:18.0,12,129792,es buena 
00:00.0,00:00.0,31,19446,10,Promoter,27:23.0,12,129985,facilita todo 
00:00.0,00:00.0,31,20991,10,Promoter,08:13.0,12,131035,.
00:00.0,00:00.0,31,8698,10,Promoter,52:56.0,12,133218,MUY BUENO
00:00.0,00:00.0,31,2211,9,Promoter,57:58.0,12,133318,z
00:00.0,00:00.0,31,2273,10,Promoter,30:14.0,12,134079,bueno
00:00.0,00:00.0,31,14546,7,Passive,39:12.0,12,134647,últimamente se trava mucho 
00:00.0,00:00.0,31,16654,10,Promoter,20:20.0,12,135415,buena 
00:00.0,00:00.0,31,9552,5,Detractor,11:29.0,12,137569,porque si
00:00.0,00:00.0,31,18376,1,Detractor,37:53.0,12,137962,extremadamente lenta
00:00.0,00:00.0,31,17584,10,Promoter,01:28.0,12,149201,no
00:00.0,00:00.0,31,17633,10,Promoter,11:00.0,12,153070,FACIL
00:00.0,00:00.0,31,2273,10,Promoter,58:03.0,12,160869,BUENO
00:00.0,00:00.0,31,14566,10,Promoter,12:32.0,12,163934,buena y mejorada 
00:00.0,00:00.0,31,14566,10,Promoter,06:08.0,12,168064,buena
00:00.0,00:00.0,31,20920,10,Promoter,25:40.0,12,170118,es muy sencillo de usar
00:00.0,00:00.0,31,12315,10,Promoter,50:07.0,12,191228,si
00:00.0,00:00.0,31,17630,10,Promoter,54:24.0,12,202967,ma
00:00.0,00:00.0,94,5855,10,Promoter,58:48.0,10,19147,??
00:00.0,00:00.0,130,14124,10,Promoter,34:34.0,3,74000,EXCELENTE APLICACION
00:00.0,00:00.0,43,5429,10,Promoter,16:14.0,10,11358,thank you
00:00.0,00:00.0,43,3800,10,Promoter,08:00.0,10,12034,gr8
00:00.0,00:00.0,43,3800,10,Promoter,38:09.0,10,13095,gr8
00:00.0,00:00.0,43,6371,2,Detractor,17:18.0,10,13727,Okay
00:00.0,00:00.0,43,3800,10,Promoter,05:56.0,10,14645,gr8
00:00.0,00:00.0,43,3800,10,Promoter,12:37.0,10,15868,great 
00:00.0,00:00.0,43,5432,9,Promoter,15:50.0,10,27125,Good 
00:00.0,00:00.0,43,5429,10,Promoter,28:14.0,10,9964,will list some of tge products that are on our stock sheet
00:00.0,00:00.0,43,5432,10,Promoter,11:10.0,10,25447,100% happy
00:00.0,00:00.0,94,7429,10,Promoter,15:43.0,10,19975,easy to use
00:00.0,00:00.0,94,7675,10,Promoter,08:32.0,10,21019,Ok
00:00.0,00:00.0,94,7675,10,Promoter,33:57.0,10,26981,Good
00:00.0,00:00.0,130,14108,8,Passive,15:37.0,3,73412,ssi
00:00.0,00:00.0,130,15063,10,Promoter,39:37.0,3,80430,buen servicio 
00:00.0,00:00.0,130,15358,10,Promoter,18:26.0,3,82095,ok
00:00.0,00:00.0,130,11260,3,Detractor,40:00.0,3,81811,la aplicación tiene muchos fallos
00:00.0,00:00.0,130,14061,10,Promoter,43:51.0,3,95160,bueno 
00:00.0,00:00.0,130,11266,10,Promoter,23:10.0,3,76968,r
00:00.0,00:00.0,130,14832,10,Promoter,28:30.0,3,79075,muy buenq 
00:00.0,00:00.0,130,14108,7,Passive,45:44.0,3,81211,noabre a tiempo la plataforma 
00:00.0,00:00.0,130,14857,5,Detractor,23:25.0,3,97626,aveces no llegan los pedidos io llegan incompleto 
00:00.0,00:00.0,130,20669,10,Promoter,41:38.0,3,126054,excelente 
00:00.0,00:00.0,130,18300,10,Promoter,54:34.0,3,102036,"muy bueno ayuda mucho,para agilizar tu pedido "
00:00.0,00:00.0,130,19444,10,Promoter,16:44.0,3,114406,muy bueno
00:00.0,00:00.0,130,14901,9,Promoter,44:19.0,3,127374,bueno 
00:00.0,00:00.0,130,14061,10,Promoter,05:24.0,3,131224,muy buena
00:00.0,00:00.0,130,19608,10,Promoter,35:32.0,3,126114,good
00:00.0,00:00.0,130,20695,10,Promoter,47:50.0,3,126881,genial 
00:00.0,00:00.0,130,20243,10,Promoter,54:03.0,3,127513,eficiente
00:00.0,00:00.0,130,18451,10,Promoter,01:22.0,3,131548,super
00:00.0,00:00.0,130,21132,10,Promoter,06:11.0,3,136005,muy buen servicio 
00:00.0,00:00.0,130,19191,10,Promoter,13:20.0,3,143826,muy facil reslizar el pedido 
00:00.0,00:00.0,130,14409,9,Promoter,49:50.0,3,140598,buen servicio
00:00.0,00:00.0,130,21723,2,Detractor,44:12.0,3,142453,puede mejoran mas
00:00.0,00:00.0,130,20616,10,Promoter,01:03.0,3,126103,genial 
00:00.0,00:00.0,130,21116,10,Promoter,49:50.0,3,153321,excelente
00:00.0,00:00.0,130,21973,10,Promoter,58:15.0,3,158339,los mejores
00:00.0,00:00.0,130,20860,1,Detractor,44:09.0,3,152916,esta demasiado lenta 
00:00.0,00:00.0,130,18407,10,Promoter,23:26.0,3,138536,muy bueno 
00:00.0,00:00.0,130,21530,10,Promoter,39:15.0,3,139053,excelente servicio 
00:00.0,00:00.0,130,22513,10,Promoter,20:23.0,3,165224,muy bueno
00:00.0,00:00.0,130,22113,10,Promoter,12:18.0,3,149153,facilidad para hacer los.pedidos 
00:00.0,00:00.0,130,14749,9,Promoter,19:54.0,3,166263,por que siempre me llegan lis pedidos
00:00.0,00:00.0,130,7069,9,Promoter,21:07.0,3,142312,Buena
00:00.0,00:00.0,130,14061,10,Promoter,24:44.0,3,172643,xaa
00:00.0,00:00.0,130,21132,9,Promoter,55:08.0,3,156212,muy bueno 
00:00.0,00:00.0,130,14757,10,Promoter,22:41.0,3,147027,muy amigable 
00:00.0,00:00.0,130,22113,10,Promoter,35:08.0,3,155620,"excelente servicio, confiable, rapido y seguro "
00:00.0,00:00.0,84,6092,10,Promoter,51:36.0,12,18222,buen servicio
00:00.0,00:00.0,84,5833,10,Promoter,08:12.0,12,18962,por servicio
00:00.0,00:00.0,84,7667,6,Detractor,42:20.0,12,22742,en revisión 
00:00.0,00:00.0,84,7667,8,Passive,42:18.0,12,27684,muy bien
00:00.0,00:00.0,84,7667,8,Passive,54:21.0,12,25655,todo bien 
00:00.0,00:00.0,84,6190,8,Passive,57:04.0,12,35235,muy bien 
00:00.0,00:00.0,84,9450,10,Promoter,31:10.0,12,35536,namad
00:00.0,00:00.0,84,9353,10,Promoter,11:14.0,12,36876,me gusta
00:00.0,00:00.0,84,6487,10,Promoter,49:20.0,12,34122,rápido 
00:00.0,00:00.0,84,7667,10,Promoter,03:39.0,12,33706,porque ya sé actualizaron los productos
00:00.0,00:00.0,84,5792,3,Detractor,53:57.0,12,35849,no me gusta que me pregunten 
00:00.0,00:00.0,84,9352,10,Promoter,09:49.0,12,35659,facil
00:00.0,00:00.0,84,7667,10,Promoter,14:57.0,12,41093,yuju yuju yubu
00:00.0,00:00.0,84,9352,6,Detractor,14:25.0,12,43094,"es buena, pero falta de producto"
00:00.0,00:00.0,84,9370,10,Promoter,35:07.0,12,38698,buen servicio 
00:00.0,00:00.0,84,9352,3,Detractor,35:55.0,12,39190,la mayoria deproductos no se encuentran disponibles en la aplicación 
00:00.0,00:00.0,84,6190,10,Promoter,30:51.0,12,39259,si
00:00.0,00:00.0,84,5886,10,Promoter,22:59.0,12,17727,"es muy practico, tengo todos los productos a la mano y siempre al mejor precio eligiendo al proveedor de mi preferencia. Tambien agiliza la entrega de mis faltantes y nunca le quedo mal a mi cliente"
00:00.0,00:00.0,84,5792,10,Promoter,43:55.0,12,33803,porque si
00:00.0,00:00.0,84,9370,10,Promoter,18:22.0,12,34439,muy recomendable 
00:00.0,00:00.0,84,9354,1,Detractor,47:28.0,12,36193,no lo he probado 
00:00.0,00:00.0,41,4188,9,Promoter,50:02.0,10,4513,it save time
00:00.0,00:00.0,41,4175,9,Promoter,27:08.0,10,4915,its simple to do
00:00.0,00:00.0,88,7384,10,Promoter,45:21.0,3,19745,ok
00:00.0,00:00.0,88,7392,10,Promoter,23:38.0,3,19795,buena
00:00.0,00:00.0,41,3821,8,Passive,47:03.0,10,4634,good 
00:00.0,00:00.0,41,4207,8,Passive,25:11.0,10,4368,Its easy to use
00:00.0,00:00.0,41,3824,8,Passive,00:48.0,10,4955,till can’t find most brands on the app
00:00.0,00:00.0,41,4230,5,Detractor,33:59.0,10,4865,it is good but other products are not appearing 
00:00.0,00:00.0,41,4159,5,Detractor,47:49.0,10,4371,Still trying it out 
00:00.0,00:00.0,41,3824,8,Passive,50:35.0,10,4632,still no non alc product in the app
00:00.0,00:00.0,41,4186,6,Detractor,49:47.0,10,5032,payment method not good 
00:00.0,00:00.0,41,3824,10,Promoter,01:16.0,10,5182,put more stock
00:00.0,00:00.0,41,5343,7,Passive,11:59.0,10,7292,There are still some spelling and grammer issues!
00:00.0,00:00.0,41,5343,5,Detractor,11:30.0,10,7293,wer
00:00.0,00:00.0,41,5343,7,Passive,41:59.0,10,7294,ghyf
00:00.0,00:00.0,41,5343,8,Passive,46:00.0,10,7296,fhh
00:00.0,00:00.0,41,3821,9,Promoter,48:01.0,10,8329,good 
00:00.0,00:00.0,130,14855,10,Promoter,43:51.0,3,162443,muy bueno 
00:00.0,00:00.0,130,14126,10,Promoter,46:04.0,3,163467,bien 
00:00.0,00:00.0,130,22528,10,Promoter,00:02.0,3,155433,Excelente servicio
00:00.0,00:00.0,130,19877,10,Promoter,53:26.0,3,155498,buen servicio 
00:00.0,00:00.0,130,22542,10,Promoter,36:08.0,3,156151,Facil y rapido
00:00.0,00:00.0,130,16381,9,Promoter,49:27.0,3,163703,ñ
00:00.0,00:00.0,130,14075,10,Promoter,43:42.0,3,73104,FUNCUIONA MUY BIEN
00:00.0,00:00.0,130,14106,10,Promoter,30:50.0,3,75165,excelente 
00:00.0,00:00.0,130,19480,10,Promoter,09:11.0,3,114991,es bueno
00:00.0,00:00.0,130,19872,10,Promoter,58:48.0,3,118685,lo mejor
00:00.0,00:00.0,130,19873,10,Promoter,40:14.0,3,118703,lo mejor 
00:00.0,00:00.0,130,14061,8,Passive,16:06.0,3,162730,bien
00:00.0,00:00.0,119,13962,10,Promoter,07:10.0,3,74987,"Fácil de usar, rápida y eficiente"
00:00.0,00:00.0,27,4679,5,Detractor,19:45.0,12,5662,Porque me piden pago anticipado.
00:00.0,00:00.0,27,4185,6,Detractor,35:24.0,12,6090,1
00:00.0,00:00.0,27,1,10,Promoter,43:08.0,12,6154,bueno!
00:00.0,00:00.0,27,4,10,Promoter,41:36.0,12,5869,OK
00:00.0,00:00.0,27,4185,10,Promoter,35:46.0,12,7110,10
00:00.0,00:00.0,27,4,10,Promoter,48:00.0,12,6137,OK
00:00.0,00:00.0,27,4,10,Promoter,10:26.0,12,8178,bueno
00:00.0,00:00.0,27,4,9,Promoter,53:24.0,12,8328,good
00:00.0,00:00.0,27,4185,10,Promoter,20:13.0,12,8191,tá chida su app.
00:00.0,00:00.0,27,1,10,Promoter,17:27.0,12,10216,ok
00:00.0,00:00.0,27,1,10,Promoter,17:45.0,12,12394,chido
00:00.0,00:00.0,27,2551,10,Promoter,45:08.0,12,12334,Si
00:00.0,00:00.0,27,1,10,Promoter,33:52.0,12,13314,test
00:00.0,00:00.0,27,4,10,Promoter,37:27.0,12,13623,magnifico
00:00.0,00:00.0,27,24,10,Promoter,09:20.0,12,14295,prueba
00:00.0,00:00.0,27,4,10,Promoter,10:15.0,12,14656,OK
00:00.0,00:00.0,27,4,10,Promoter,55:00.0,12,15347,porque si 
00:00.0,00:00.0,27,4,10,Promoter,23:30.0,12,16682,k
00:00.0,00:00.0,27,4,10,Promoter,57:27.0,12,17910,uu
00:00.0,00:00.0,27,4185,10,Promoter,21:55.0,12,17814,=)
00:00.0,00:00.0,27,4,10,Promoter,41:44.0,12,17803,chido
00:00.0,00:00.0,27,1,10,Promoter,43:21.0,12,18171,great!
00:00.0,00:00.0,27,4185,10,Promoter,52:34.0,12,18767,h
00:00.0,00:00.0,27,1,10,Promoter,14:24.0,12,19030,ok
00:00.0,00:00.0,27,5270,10,Promoter,20:02.0,12,19096,Me gusta
00:00.0,00:00.0,27,4185,10,Promoter,46:48.0,12,18766,g
00:00.0,00:00.0,27,7845,10,Promoter,28:55.0,12,33426,kdgkdgn
00:00.0,00:00.0,27,13012,9,Promoter,57:13.0,12,65877,facil
00:00.0,00:00.0,27,13011,10,Promoter,04:59.0,12,65874,x
00:00.0,00:00.0,27,7204,8,Passive,00:53.0,12,71327,dg
00:00.0,00:00.0,27,13009,10,Promoter,15:45.0,12,91760,excelente
00:00.0,00:00.0,27,7204,8,Passive,15:21.0,12,137252,xfg
00:00.0,00:00.0,27,24,4,Detractor,55:16.0,12,18120,prueba nps
00:00.0,00:00.0,27,7845,7,Passive,09:19.0,12,26276,test
00:00.0,00:00.0,27,13008,10,Promoter,20:57.0,12,91763,facil de utilizar y agil 
00:00.0,00:00.0,63,5371,3,Detractor,45:36.0,13,7922,troublesome 
00:00.0,00:00.0,63,4125,5,Detractor,30:20.0,13,8123,cos is cheap 
00:00.0,00:00.0,63,3930,7,Passive,16:25.0,13,8193,it easy to order.
00:00.0,00:00.0,63,5759,9,Promoter,07:55.0,13,9199,r
00:00.0,00:00.0,63,5262,10,Promoter,44:42.0,13,9670,easy
00:00.0,00:00.0,63,5191,7,Passive,49:32.0,13,11590,good
00:00.0,00:00.0,63,5749,9,Promoter,45:17.0,13,11847,1
00:00.0,00:00.0,63,6240,10,Promoter,44:02.0,13,12499,q
00:00.0,00:00.0,63,6170,8,Passive,28:13.0,13,12121,y
00:00.0,00:00.0,63,6175,9,Promoter,15:46.0,13,12203,g
00:00.0,00:00.0,63,6176,9,Promoter,55:55.0,13,12307,h
00:00.0,00:00.0,63,6255,7,Passive,19:42.0,13,12623,bb
00:00.0,00:00.0,63,5599,9,Promoter,51:01.0,13,12439,Simple
00:00.0,00:00.0,63,6360,9,Promoter,11:58.0,13,13035,d
00:00.0,00:00.0,63,6217,10,Promoter,05:13.0,13,13043,q
00:00.0,00:00.0,63,6389,8,Passive,33:55.0,13,13185,g
00:00.0,00:00.0,63,3930,6,Detractor,38:12.0,13,13611,na
00:00.0,00:00.0,63,4125,6,Detractor,43:18.0,13,13726,cheap
00:00.0,00:00.0,63,5515,10,Promoter,29:10.0,13,13704,n
00:00.0,00:00.0,63,6492,8,Passive,51:32.0,13,13739,h
00:00.0,00:00.0,63,5216,10,Promoter,28:07.0,13,13724,good
00:00.0,00:00.0,63,5534,8,Passive,28:32.0,13,13749,w
00:00.0,00:00.0,63,6509,8,Passive,47:18.0,13,13820,h
00:00.0,00:00.0,63,6497,8,Passive,09:05.0,13,13835,y
00:00.0,00:00.0,63,5748,10,Promoter,49:01.0,13,16033,Convience
00:00.0,00:00.0,63,8858,9,Promoter,09:11.0,13,37226,na
00:00.0,00:00.0,63,6777,10,Promoter,02:31.0,13,51010,good
00:00.0,00:00.0,63,5515,10,Promoter,29:46.0,13,10064,na
00:00.0,00:00.0,63,6168,9,Promoter,22:09.0,13,12125,t
00:00.0,00:00.0,63,5262,9,Promoter,22:38.0,13,12229,good
00:00.0,00:00.0,39,2892,8,Passive,18:32.0,13,3392,Good promo
